incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
10839121.0,29/01/2012 15:09,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NETTING,Bird,Person (mobile),Restaurant/cafe,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000408,Grove,E09000021,Kingston upon Thames,Kingston,128039317.0,Castle Street,21800212.0,KT1,518205.0,169375.0,518250,169350,0.28925728215115837,0.2374196419627059,0.5204350555064478,15
11585121.0,30/01/2012 23:42,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,FOX TRAPPED BETWEEN WALLS,Fox,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000095,Mapesbury,E09000005,Brent,West Hampstead,202152295.0,Keyes Road,20200117.0,NW2,524008.0,185385.0,524050,185350,0.6549848142618953,0.3498680606990035,0.3631187767108801,23
11872121.0,31/01/2012 11:41,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN GARAGE,Cat,Person (land line),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000477,Canning Town North,E09000025,Newham,Plaistow,46026584.0,Florence Street,22201407.0,E16,539756.0,182245.0,539750,182250,0.5732130609782324,0.6350537032495526,0.3932891544398383,11
12541121.0,01/02/2012 16:06,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Other FRS,Infant/Primary school,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000276,Northumberland Park,E09000014,Haringey,Tottenham,10022941117.0,Worcester Avenue,21105271.0,N17,533750.0,191250.0,533750,191250,0.7844086935527175,0.5300865331834332,0.3923737108930725,16
16209121.0,07/02/2012 14:44,2012,2011/12,Special Service,2.0,3.0,260,0.1926605504587156,Redacted,Dog,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000611,Bedford,E09000032,Wandsworth,Tooting,10025174808.0,Doctor Johnson Avenue,22901279.0,SW17,528750.0,171750.0,528750,171750,0.338099003151754,0.42994581681016625,0.3152696734543201,14
22577121.0,19/02/2012 11:23,2012,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011237,Chadwell,E09000026,Redbridge,Dagenham,100022000000.0,Norbury Gardens,22302307.0,RM6,547673.0,188782.0,547650,188750,0.7186424398032154,0.782563600689878,0.5728624302570436,11
23211121.0,20/02/2012 15:35,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT IN PRECARIOUS POSTION REQ BY RSPCA,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000569,Wallington North,E09000029,Sutton,Wallington,5870082311.0,Caraway Place,22600393.0,SM6,528756.0,165336.0,528750,165350,0.1903083555645825,0.42711664003572664,0.399097617131441,15
23525121.0,21/02/2012 09:46,2012,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,ELDERLY HORSE FALLEN AND IN DISTRESS,Horse,Person (mobile),Barn,Non Residential,Other animal assistance,Animal assistance - Lift heavy livestock animal,E05000310,Gooshays,E09000016,Havering,Harold Hill,100021000000.0,Noak Hill Road,21301452.0,RM3,554187.0,193530.0,554150,193550,0.8235482122347823,0.9038577193799218,0.6819879852314142,9
28436121.0,01/03/2012 13:10,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000556,Beddington South,E09000029,Sutton,Purley,5870095118.0,Great Woodcote Park,22604963.0,CR8,530166.0,162463.0,530150,162450,0.12328792375330638,0.4513646712125099,0.4077062275707817,13
28988121.0,02/03/2012 14:25,2012,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000625,Thamesfield,E09000032,Wandsworth,Wandsworth,100023000000.0,Ashlone Road,22900158.0,SW15,523483.0,175923.0,523450,175950,0.43725603643376715,0.3361234088219994,0.3674117009568385,14
29146121.0,02/03/2012 19:38,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,SEAGULL TRAPPED IN TREE,Bird,Person (land line),Roadside vegetation,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000649,West End,E09000033,Westminster,Soho,10033571000.0,Park Lane,8400585.0,W1K,528454.0,180126.0,528450,180150,0.5312641403653775,0.42841082016944504,0.1589588311481942,19
32316121.0,09/03/2012 16:37,2012,2011/12,Special Service,1.0,2.0,260,0.09724770642201835,CAT TRAPPED BETWEEN FENCES,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000614,Fairfield,E09000032,Wandsworth,Wandsworth,100023000000.0,Santos Road,22904521.0,SW18,525057.0,174858.0,525050,174850,0.4118313309719089,0.36425929987595723,0.3501929510998174,16
34931121.0,14/03/2012 11:54,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000595,Forest,E09000031,Waltham Forest,Leyton,100023000000.0,Leyton Green Road,22852400.0,E10,538125.0,188236.0,538150,188250,0.7122661501320197,0.6083447771124515,0.4333236284810734,11
36628121.0,17/03/2012 17:58,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED DOWN FOX HOLE IN GARDEN,Dog,Person (mobile),Park,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000185,Northolt West End,E09000009,Ealing,Northolt,12034372.0,Parkfield Road,20601360.0,UB5,512085.0,183299.0,512050,183250,0.6133027891399231,0.1318803168374407,0.5368061903517921,17
38312121.0,20/03/2012 22:07,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000201,Haselbury,E09000010,Enfield,Edmonton,207096415.0,Wyldfield Gardens,20704962.0,N9,533791.0,193841.0,533750,193850,0.8440786286935311,0.5320826517167806,0.42286046753037,22
38636121.0,21/03/2012 14:26,2012,2011/12,Special Service,2.0,3.0,260,0.1926605504587156,DOG TRAPPED UNDER CABIN,Dog,Person (land line),Temporary office (eg portacabin),Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000227,Shooters Hill,E09000011,Greenwich,Eltham,100023000000.0,Shooters Hill,20801346.0,DA16,544523.0,176322.0,544550,176350,0.4336864053871732,0.7187277889611693,0.4964438961252282,14
40271121.0,24/03/2012 13:46,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000607,Valley,E09000031,Waltham Forest,Chingford,100023000000.0,Mandeville Court,22855325.0,E4,536410.0,192538.0,536450,192550,0.8124470006702555,0.5792098945255406,0.4514202044658614,13
40488121.0,24/03/2012 21:08,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN HOLLOW ON ROOF,Cat,Person (mobile),Vehicle Repair Workshop,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000603,Lea Bridge,E09000031,Waltham Forest,Leyton,200001000000.0,Warley Close,22885110.0,E10,536940.0,187482.0,536950,187450,0.6956354588068112,0.5863855885013377,0.4048449196914848,21
43747121.0,30/03/2012 10:10,2012,2011/12,Special Service,1.0,1.0,260,0.001834862385321101,SPARROW HAWK CAUGHT IN NETTING,Bird,Person (mobile),Other entertainment venue,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000644,St. James's,E09000033,Westminster,Soho,10033549112.0,Whitehall,8400881.0,SW1A,530171.0,180017.0,530150,180050,0.5277464526679195,0.4595941684202599,0.0680745987869178,10
48948121.0,08/04/2012 14:11,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CROW TRAPPED IN TREE,Bird,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05011236,Bridge,E09000026,Redbridge,Woodford,100023000000.0,Prospect Road,22305259.0,IG8,541296.0,192045.0,541250,192050,0.7980021859791829,0.6680459613642427,0.5181413783901087,14
49084121.0,08/04/2012 18:52,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,DUCK STUCK IN PIPEWORK,Bird,Person (land line),Sports Hall,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000363,Osterley and Spring Grove,E09000018,Hounslow,Heston,10001273301.0,MacFarlane Lane,21590134.0,TW7,515892.0,177809.0,515850,177850,0.4848269144283993,0.19891248308868337,0.4744002719223493,18
50867121.0,12/04/2012 16:33,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,DOG TRAPPED IN CAR,Dog,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Richmond,100023000000.0,Richmond Hill,22403768.0,TW10,518448.0,173845.0,518450,173850,0.39212793159762893,0.24371918627827527,0.4751232534827116,16
50982121.0,12/04/2012 19:38,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED IN STORAGE CONTAINER,Cat,Person (mobile),Outdoor storage,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,Surbiton,100022000000.0,Verona Drive,21800997.0,KT6,518277.0,165571.0,518250,165550,0.20156093609914325,0.23712885952018237,0.552528683418331,19
52423121.0,15/04/2012 18:49,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000289,Harrow on the Hill,E09000015,Harrow,Northolt,200000000000.0,South Hill Avenue,21201256.0,HA1,514421.0,186279.0,514450,186250,0.6807714823116534,0.17563306141736648,0.5289998846880788,18
52782121.0,16/04/2012 12:23,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000566,Sutton South,E09000029,Sutton,Sutton,5870045799.0,Brighton Road,22605685.0,SM2,526057.0,163273.0,526050,163250,0.14432318546766404,0.37723738127756307,0.465510862386689,12
53077121.0,16/04/2012 20:46,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED BETWEEN WALL AND RAILWAY TRACK,Cat,Person (mobile),Other outdoor location,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000222,Greenwich West,E09000011,Greenwich,Greenwich,10010229460.0,Greenwich High Road,20800685.0,SE10,538063.0,177332.0,538050,177350,0.4610874450386822,0.6018194045546553,0.378446952689541,20
55173121.0,21/04/2012 16:41,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK IN FENCE,Cat,Person (mobile),Railings,Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,E05000091,Harlesden,E09000005,Brent,Park Royal,202127816.0,Bramshill Road,20200105.0,NW10,521533.0,183193.0,521550,183150,0.6058552768558759,0.3038386801781475,0.3861741744342906,16
55924121.0,23/04/2012 12:10,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH BIRD CAUGHT IN NETTING,Bird,Person (mobile),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,Twickenham,100023000000.0,London Road,22403635.0,TW1,516161.0,173602.0,516150,173650,0.38774223105297834,0.202059921422686,0.5103243919312497,12
59007121.0,29/04/2012 12:35,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011230,Sidcup,E09000004,Bexley,Sidcup,100020000000.0,Tarling Close,20101418.0,DA14,546874.0,172115.0,546850,172150,0.33521773685391204,0.7592479747481454,0.562974114857865,12
59539121.0,30/04/2012 13:47,2012,2012/13,Special Service,1.0,4.0,260,0.28807339449541286,CAT TRAPPED BEWTEEN TWO WALLS,Cat,Person (land line),Other outdoor location,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000526,North Richmond,E09000027,Richmond upon Thames,Richmond,100022000000.0,Bicester Road,22405345.0,TW9,519522.0,175708.0,519550,175750,0.43447893885633476,0.2640291225736402,0.4394835241507914,13
62143121.0,05/05/2012 19:50,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,Cat,Person (land line),Retirement/Old Persons Home,Other Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000100,Stonebridge,E09000005,Brent,Park Royal,202121832.0,Barry Road,20202130.0,NW10,520502.0,184425.0,520550,184450,0.634809258560995,0.2856027597062619,0.41816219341304,19
62406121.0,06/05/2012 08:58,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,HORSE IN PRECARIOUS POSITION,Horse,Person (mobile),Barn,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000111,Chislehurst,E09000006,Bromley,Sidcup,100023000000.0,Kemnal Road,20303635.0,BR7,544623.0,171629.0,544650,171650,0.32550451003383535,0.7181235401932243,0.5368179458624679,8
65432121.0,12/05/2012 19:03,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED UNDER STEPS OF BUILDING,Dog,Person (mobile),Other outdoor sporting venue,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000116,Crystal Palace,E09000006,Bromley,Beckenham,200001000000.0,Ledrington Road,20302181.0,SE19,534453.0,170657.0,534450,170650,0.30952236705996145,0.5329914862790577,0.3845166784419026,19
66332121.0,14/05/2012 14:28,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRDS CAUGHT IN NETTING,Bird,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000649,West End,E09000033,Westminster,Soho,100024000000.0,Grosvenor Square,8400101.0,W1K,528483.0,180848.0,528450,180850,0.5478829354842859,0.42927056548020937,0.1649989060569957,14
68384121.0,18/05/2012 22:18,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,KITTEN TRAPPED IN BRANCH OF TREE,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000433,Thornton,E09000022,Lambeth,Tooting,100022000000.0,Atkins Road,21900121.0,SW12,529135.0,173782.0,529150,173750,0.3846947255272135,0.43787317384352575,0.2737614070682639,22
68450121.0,19/05/2012 01:24,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED UNDER GRILL,Cat,Person (mobile),Other outdoor equipment/machinery,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Whitechapel,6002083.0,Pomell Way,22700956.0,E1,533822.0,181430.0,533850,181450,0.5581173904820231,0.526683282498251,0.250998645414679,1
68589121.0,19/05/2012 09:55,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000120,Kelsey and Eden Park,E09000006,Bromley,Beckenham,100020000000.0,Greenways,20301738.0,BR3,537398.0,168878.0,537350,168850,0.2667260468539759,0.5855897059571772,0.4540739290027509,9
68627121.0,19/05/2012 11:34,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,SQUIRREL TRAPPED IN WIRE,Squirrel,Person (land line),Infant/Primary school,Non Residential,Other animal assistance,Animal assistance involving wild animal - Other action,E05000462,Hillside,E09000024,Merton,Wimbledon,48024296.0,Edge Hill,22102334.0,SW19,523686.0,170286.0,523650,170250,0.3072530118745931,0.33732818992510644,0.4298186245382983,11
69112121.0,20/05/2012 09:42,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NETTING,Bird,Person (mobile),Bus/coach station/garage,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011116,South Bermondsey,E09000028,Southwark,Old Kent Road,200003000000.0,Mandela Way,22501644.0,SE1,533481.0,178797.0,533450,178750,0.4976598444401859,0.5192206753639598,0.2521321796201221,9
69362121.0,20/05/2012 19:59,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL TO DOG TRAPPED BEHIND WALL,Dog,Person (land line),Woodland/forest - broadleaf/hardwood,Outdoor,Other animal assistance,Assist trapped domestic animal,E05011467,Crystal Palace & Upper Norwood,E09000008,Croydon,West Norwood,200001000000.0,Central Hill,20500023.0,SE19,532588.0,170889.0,532550,170850,0.3159936469130591,0.4992399579150241,0.3443989750275029,19
3354122.0,24/05/2012 22:46,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL TO CAT STUCK IN TREE,Cat,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Animal harm involving domestic animal,E05011471,New Addington South,E09000008,Croydon,Addington,100021000000.0,North Downs Road,20501792.0,CR0,538018.0,162330.0,538050,162350,0.11548032048275707,0.5936328029648573,0.5210970485427835,22
4233122.0,26/05/2012 06:01,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG WITH HEAD TRAPPED IN FENCE,Dog,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05011112,Rotherhithe,E09000028,Southwark,Dockhead,10009807682.0,Gomm Road,22501079.0,SE16,535165.0,179147.0,535150,179150,0.5046986041006808,0.5500136655330401,0.2918930660361746,6
7906122.0,31/05/2012 12:17,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST  RSPCA WITH RECOVERY OF DUCKLINGS,Bird,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000192,Walpole,E09000009,Ealing,Ealing,12148352.0,Melbourne Avenue,20601160.0,W13,516334.0,180277.0,516350,180250,0.5414653936666067,0.20797812966975557,0.4471027924314494,12
10129122.0,04/06/2012 18:19,2012,2012/13,Special Service,1.0,2.0,260,0.09724770642201835,HORSE TRAPPED UNDER TREE,Horse,Other FRS,Woodland/forest - broadleaf/hardwood,Outdoor,Other animal assistance,Assist  trapped livestock animal,E05011229,St. Mary's & St. James,E09000004,Bexley,Bexley,100020000000.0,Monterey Close,20100992.0,DA5,550314.0,172547.0,550350,172550,0.3428592034500133,0.8219404010454407,0.6029825121842246,18
10161122.0,04/06/2012 20:13,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN TREE,Bird,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000477,Canning Town North,E09000025,Newham,Plaistow,46004757.0,Beckton Road,22200364.0,E16,539853.0,181746.0,539850,181750,0.5616550761125122,0.6365687281695733,0.389059895131845,20
10333122.0,05/06/2012 02:08,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK IN IRON GATE,Dog,Person (land line),Fence,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000209,Southgate Green,E09000010,Enfield,Southgate,207045458.0,Shakespeare Avenue,20701888.0,N11,529444.0,192236.0,529450,192250,0.8097056942652894,0.45204742741233894,0.3336397233544023,2
10616122.0,05/06/2012 18:53,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000374,Hillrise,E09000019,Islington,Holloway,5300049348.0,Hornsey Lane,21600464.0,N6,529329.0,187515.0,529350,187550,0.7010012375387543,0.4477553303076147,0.2689127219006256,18
13591122.0,11/06/2012 10:10,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CROW TRAPPED IN NETTING,Bird,Person (mobile),Telephone exchange,Non Residential,Other animal assistance,Animal assistance involving wild animal - Other action,E05011225,Erith,E09000004,Bexley,Erith,10011862607.0,Viking Way,20101683.0,DA8,550519.0,179176.0,550550,179150,0.49542869043457893,0.8292269462821423,0.5566397668151263,10
13723122.0,11/06/2012 14:44,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN FENCE AND HIGH BUSHES,Cat,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000027,Alibon,E09000002,Barking and Dagenham,Dagenham,100106144.0,Heathway,19900172.0,RM9,549031.0,184719.0,549050,184750,0.6241308238115146,0.8051297742325697,0.5560322319794084,14
17745122.0,19/06/2012 15:26,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN GARAGE ROOF,Cat,Person (land line),Private garage,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000602,Larkswood,E09000031,Waltham Forest,Chingford,100023000000.0,Cranston Gardens,22829900.0,E4,537689.0,191986.0,537650,191950,0.7989317052896318,0.6022572968475369,0.4655678897862266,15
18251122.0,20/06/2012 14:24,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH KITTEN TRAPPED IN METAL DRUM,Cat,Person (land line),"Large refuse/rubbish container (eg skip, paladin)",Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000266,Alexandra,E09000014,Haringey,Hornsey,100023000000.0,Alexandra Park Road,21106086.0,N10,529009.0,190471.0,529050,190450,0.7692958197064212,0.4432961503685985,0.3201275761317669,14
22083122.0,27/06/2012 19:27,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON TRAPPED IN WIRE,Bird,Person (mobile),Animal harm outdoors,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Bird,E05011241,Cranbrook,E09000026,Redbridge,Ilford,100023000000.0,Clarence Avenue,22302721.0,IG2,543093.0,188312.0,543050,188350,0.7108410153812073,0.6988848069072271,0.508809142999617,19
24750122.0,02/07/2012 15:54,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Cemetery,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009402,Redcliffe,E09000020,Kensington and Chelsea,Fulham,217060697.0,Old Brompton Road,21700372.0,SW5,525488.0,178099.0,525450,178050,0.48626543241133346,0.37354416546189356,0.2936881407207223,15
25565122.0,04/07/2012 10:13,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000205,Palmers Green,E09000010,Enfield,Edmonton,207004258.0,North Circular Road,20707474.0,N13,531373.0,192276.0,531350,192250,0.8094821789060659,0.4872392617015985,0.3603027490874873,10
71657121.0,05/07/2012 15:00,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,HORSE TRAPPED BY TREE TRUNK,Horse,Other FRS,Animal harm outdoors,Outdoor,Other animal assistance,Assist  trapped livestock animal,E05011474,Old Coulsdon,E09000008,Croydon,Purley,100021000000.0,Stites Hill Road,20500340.0,CR5,532030.0,157160.0,532050,157150,0.0,0.4826777712229717,0.4782781272439641,15
71786121.0,05/07/2012 19:25,2012,2012/13,Special Service,1.0,3.0,260,0.1926605504587156,HORSE TRAPPED IN DITCH,Horse,Other FRS,Animal harm outdoors,Outdoor,Other animal assistance,Animal assistance - Lift heavy domestic animal,E05000110,Chelsfield and Pratts Bottom,E09000006,Bromley,Orpington,100020000000.0,Skeet Hill Lane,20301291.0,BR5,549047.0,165483.0,549050,165450,0.18098478077815913,0.7951890732146631,0.6368269717906104,19
71889121.0,05/07/2012 22:19,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN DITCH,Cat,Person (mobile),Hedge,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000423,Herne Hill,E09000022,Lambeth,Brixton,10023853329.0,Cambria Road,21900277.0,SE5,532121.0,175817.0,532150,175850,0.4298176257730943,0.4930819690123733,0.2633247633626459,22
73064121.0,08/07/2012 10:29,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED IN BARS,Dog,Person (land line),Railings,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000613,East Putney,E09000032,Wandsworth,Wandsworth,100023000000.0,Putney Hill,22904077.0,SW15,523907.0,174889.0,523950,174850,0.4131930363812936,0.34337340997848964,0.3723407807372085,10
73085121.0,08/07/2012 10:54,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH SEGULLS TRAPPED DOWN A WELL,Bird,Person (land line),Converted office,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Bird,E05009305,Farringdon Without,E09000001,City of London,Soho,100023000000.0,Bream's Buildings,8100080.0,EC4A,531176.0,181357.0,531150,181350,0.5580257332889446,0.4785049650417703,0.1575616799859713,10
74239121.0,10/07/2012 12:08,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH BIRD TRAPPED IN NETTING,Bird,Person (mobile),Restaurant/cafe,Non Residential,Other animal assistance,Assist trapped wild animal,E05000528,South Richmond,E09000027,Richmond upon Thames,Richmond,100023000000.0,The Quadrant,22406165.0,TW9,517980.0,175089.0,517950,175050,0.42104378903810186,0.23573846142173874,0.4698738681816634,12
76376121.0,14/07/2012 16:28,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,DEER TRAPPED ON RAILWAY LINE,Deer,Coastguard,Railway trackside vegetation,Outdoor,Other animal assistance,Animal assistance involving wild animal - Other action,E05000120,Kelsey and Eden Park,E09000006,Bromley,Beckenham,100020000000.0,Hawksbrook Lane,20301744.0,BR3,537739.0,167290.0,537750,167250,0.22992843996045922,0.5910010379963918,0.4741512395850089,16
76750121.0,15/07/2012 12:47,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,TO ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000615,Furzedown,E09000032,Wandsworth,Tooting,100023000000.0,North Drive,22903564.0,SW16,529169.0,171792.0,529150,171750,0.3388226463054525,0.43757472104754913,0.3050795453648044,12
76771121.0,15/07/2012 13:28,2012,2012/13,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED DOWN DISUSED TOILET IN DERELICT BUILDING,Cat,Person (mobile),Purpose built office,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000178,Greenford Green,E09000009,Ealing,Northolt,12066276.0,Greenford Road,20602353.0,UB6,515219.0,185069.0,515250,185050,0.6524734584484354,0.18966990803188097,0.5076334002013697,13
